frame,DetObj#,x,y,z,v,snr,noise
0,63,-0.06236,1.50635,1.00385,-0.13296,14.13054,2.13516
0,63,0.04357,1.41508,0.91491,-0.11578,15.99949,1.83157
0,63,-0.21707,1.60604,1.31527,0.06335,14.48879,3.50715
0,63,-0.23406,1.41876,1.18788,-0.2017,14.18779,3.3474
0,63,-0.02011,1.37495,1.02545,0.04055,13.12628,2.11085
0,63,-0.2631,1.40141,1.25189,-0.11583,15.73746,3.31545
0,63,-0.0851,1.37768,1.11156,-0.07129,13.75359,2.03776
0,63,0.01015,1.22308,1.44779,-0.10879,19.57887,1.95082
0,63,-0.23361,1.18813,1.27741,0.09109,13.3854,1.44726
0,63,0.07198,1.41098,1.08985,-0.05587,13.49332,1.72007
0,63,-0.07965,1.40324,1.23447,0.16593,14.81754,2.53766
0,63,-0.00483,1.34194,1.13555,0.00649,9.50383,2.72319
0,63,0.0118,1.32,1.19498,0.0255,12.14291,1.98037
0,63,-0.24168,1.3001,1.34666,-0.00163,13.34968,2.45126
0,63,-0.15152,1.50956,1.21972,0.06539,11.28962,2.33039
0,63,-0.2967,1.40167,1.14136,0.03307,12.05332,2.74736
0,63,-0.06964,1.3569,1.12028,-0.01508,17.26594,2.08131
0,63,-0.01373,1.52467,1.10876,-0.17898,8.18338,2.74703
0,63,-0.20595,1.51385,1.18419,-0.04829,16.56024,1.31201
0,63,-0.20302,1.35729,1.16536,-0.05671,11.52241,2.58026
0,63,-0.02828,1.3362,0.99319,-0.07635,15.97497,2.12952
0,63,-0.01736,1.31742,0.94073,0.11354,17.0914,2.18016
0,63,-0.21238,1.33159,1.20802,0.04103,9.28161,2.77355
0,63,0.12459,1.70161,0.85591,0.02284,11.52493,1.42513
0,63,-0.09576,1.34219,1.29766,0.12571,10.00599,1.40998
0,63,-0.04818,1.2864,1.07029,0.08827,8.41561,3.63924
0,63,-0.06076,1.62223,1.14093,-0.06984,9.5376,2.04003
0,63,-0.11539,1.50539,0.86719,-0.16368,10.73622,2.51394
0,63,-0.17433,1.41794,0.91721,-0.03759,15.52338,3.00994
0,63,-0.18965,1.40894,0.93006,-0.01538,18.7361,1.89996
0,63,-0.06974,1.38753,1.46455,-0.06779,17.63169,2.20784
0,63,-0.22549,1.55557,1.30338,0.03122,12.8263,2.29389
0,63,-0.2188,1.34038,1.09322,0.02489,16.9333,1.68987
0,63,-0.17949,1.59771,1.06955,0.05817,15.43208,2.14182
0,63,-0.08026,1.34231,1.29172,-3e-05,13.20081,2.21961
