frame,DetObj#,x,y,z,v,snr,noise
0,33,0.28868,1.12745,0.91159,-0.06558,13.78637,2.17563
0,33,0.08603,1.23817,1.27979,0.00455,16.78262,2.31752
0,33,-0.17621,0.92122,1.45979,0.0497,8.54135,2.09287
0,33,-0.0439,0.92764,0.90102,-0.08545,15.7427,1.83259
0,33,0.24065,0.89326,1.10024,0.01995,14.9842,1.65433
0,33,0.13048,0.98857,1.13586,-0.03152,16.28375,2.59677
0,33,-0.14033,1.25841,1.19518,0.08413,16.22802,2.49115
0,33,0.07312,1.22007,1.1608,-0.04107,14.38606,2.75911
0,33,0.14977,0.83206,1.09825,-0.03581,10.94694,2.15977
0,33,0.19575,0.78357,1.02927,0.03755,12.04389,2.1501
0,33,-0.03513,1.12068,1.16585,0.06914,12.13556,2.26631
0,33,0.1733,0.87514,1.28327,0.13258,17.1258,2.76356
0,33,0.1521,1.05652,1.2498,-0.03035,3.75342,3.32707
0,33,0.39502,0.94004,1.15533,0.11948,15.12578,2.13214
0,33,0.07679,0.96094,1.15507,-0.05765,13.75929,2.86938
0,33,0.17647,0.93604,1.24104,-0.05402,9.62874,1.74284
0,33,-0.01764,0.98177,1.42152,-0.03225,13.2125,1.38406
0,33,0.09713,1.18105,1.0614,-0.11313,10.35243,2.5919
0,33,0.26431,0.98549,1.17222,-0.01487,13.28276,3.52152
0,33,0.09811,0.97619,1.31122,-0.06639,15.37452,2.58423
0,33,0.37677,1.04958,1.35395,0.0379,20.49743,3.40987
0,33,0.16675,0.78236,1.25599,-0.09976,9.73967,2.58641
0,33,0.14222,0.8902,1.20446,-0.05066,15.60676,2.25521
0,33,0.1821,1.0308,1.21515,-0.04212,17.34636,2.84903
0,33,0.09495,1.23446,1.0632,0.13685,15.20421,2.5418
0,33,0.28856,1.16325,1.37553,-0.04267,9.58655,2.28389
0,33,-0.04685,1.01246,1.02906,0.04759,17.39079,2.59533
0,33,0.15673,0.98496,1.22989,-0.12453,12.07806,1.81246
0,33,0.19479,1.01914,0.99704,-0.02555,8.79862,1.13912
0,33,0.07841,1.09946,0.76137,0.09615,13.00065,3.18624
