frame,DetObj#,x,y,z,v,snr,noise
0,22,0.25896,1.7856,1.59551,0.0371,14.72682,3.00155
0,22,0.37275,1.69535,1.25047,0.05715,13.90712,2.07142
0,22,0.04439,1.69379,1.20154,0.05199,16.21111,3.00138
0,22,0.21492,1.99124,1.79069,0.10637,6.15218,3.24089
0,22,0.40085,1.68652,1.73668,0.11113,14.93975,2.25562
0,22,-0.09778,1.76107,1.40631,-0.0939,15.57954,1.83658
0,22,-0.1518,1.80445,1.49386,-0.01368,17.44344,2.69521
0,22,-0.00422,1.85104,1.6293,0.01216,16.76064,1.78261
0,22,0.05957,2.02924,1.66447,-0.074,23.43814,1.55735
0,22,-0.02258,1.92009,1.58478,-0.00088,14.74454,2.663
0,22,0.35976,1.59378,1.24536,0.01695,12.32309,1.55739
0,22,0.22698,1.75552,1.59939,-0.03283,15.37041,2.85847
0,22,0.2662,1.85574,1.16118,0.00395,11.19045,2.32414
0,22,0.40526,1.8697,1.37983,-0.04602,12.09629,2.99314
0,22,0.14953,1.8779,1.57823,-0.04463,13.74378,2.14504
0,22,0.07927,1.63923,1.47995,0.02014,15.01226,1.65412
0,22,0.11899,1.93503,1.75174,-0.13079,11.91268,2.78959
0,22,-0.03988,1.72167,1.36928,0.0724,11.14449,2.70436
0,22,0.01163,1.76767,1.59552,0.02469,15.34181,3.10875
0,22,0.17521,1.94958,1.7363,-0.04866,20.33882,1.98559
0,22,0.14875,1.84848,1.55544,-0.08553,16.17321,2.67855
0,22,0.38052,1.91299,1.51309,0.00854,16.06887,2.91297
1,31,0.12825,1.8533,1.29439,-0.03149,15.65658,2.77819
1,31,0.16838,1.78882,1.59529,0.11931,14.88086,2.36497
1,31,0.14815,1.68033,1.68338,0.00485,23.82382,3.75984
1,31,0.11255,1.9211,1.55268,0.04995,17.69128,3.37212
1,31,0.19083,1.81874,1.57713,0.06668,11.93169,3.19644
1,31,0.27706,1.81411,1.71591,-0.01629,10.71159,2.01646
1,31,0.30784,1.67666,1.26674,-0.1704,17.12721,2.03279
1,31,0.09043,1.93343,1.26209,0.04984,12.96133,1.21991
1,31,0.18422,1.89651,1.60578,0.061,23.50256,2.15387
1,31,0.34187,1.86969,1.52252,-0.05325,16.37856,1.75322
1,31,0.19679,2.15463,1.36684,-0.1101,13.78577,3.09515
1,31,0.21944,1.63504,1.65333,0.04671,13.02499,2.27954
1,31,0.13187,1.64876,1.57343,0.11589,9.98216,3.15522
1,31,0.2428,1.64692,1.35651,0.0543,15.57224,1.85591
1,31,0.15914,1.56133,1.59402,-0.08239,12.94874,2.34679
1,31,0.27439,1.54381,1.36304,0.02262,17.89174,0.84257
1,31,-0.03287,1.72467,1.75562,-0.05389,8.26855,3.7783
1,31,0.24449,1.91208,1.69556,-0.06669,23.69505,2.24943
1,31,0.12032,1.6525,1.44469,-0.07263,13.60202,2.19153
1,31,0.11519,1.741,1.645,-0.00426,12.25839,2.26872
1,31,0.27996,1.56022,1.43487,0.08451,17.80353,3.27875
1,31,0.07202,1.77767,1.29913,-0.01743,11.97942,0.9642
1,31,0.09422,1.80631,1.42122,-0.02878,14.05547,3.12908
1,31,0.24223,1.65658,1.24142,-0.03089,14.90432,3.61185
1,31,0.01848,1.53137,1.33035,0.06408,15.91096,2.58184
1,31,0.3222,1.80933,1.58647,-0.11183,10.35338,2.34376
1,31,0.16684,1.73167,1.32621,0.08186,14.23278,2.15154
1,31,0.13606,1.91081,1.38005,-0.0656,15.1545,2.35644
1,31,0.11578,2.02195,1.5389,0.08363,12.69867,1.69952
1,31,0.22831,1.90565,1.50013,-0.0231,10.53445,2.10459
1,31,0.21087,1.72285,1.44178,-0.05939,15.04942,2.30714
2,25,0.12768,1.72475,1.38201,0.07613,18.65109,2.08628
2,25,0.08908,1.98472,1.46724,0.06161,15.41826,2.77495
2,25,0.10742,1.72767,1.53072,0.09356,18.40889,2.29485
2,25,0.26042,1.77195,1.25524,0.12349,17.15569,2.49945
2,25,0.03021,1.59428,1.18244,0.13534,14.90768,2.68763
2,25,0.28149,1.84954,1.45027,0.00472,13.9612,2.44936
2,25,0.18855,1.60178,1.76542,-0.09959,18.74269,2.53351
2,25,0.2422,1.56983,1.72755,-0.00135,16.93061,1.78933
2,25,0.14617,1.5128,1.65027,-0.07866,10.77595,3.65014
2,25,0.14059,1.7158,1.47093,-0.04184,14.67301,2.11058
2,25,0.24825,1.83293,1.43018,0.02919,14.71923,2.63378
2,25,0.34682,1.80154,1.77177,0.00942,10.80393,3.05566
2,25,0.07319,1.70796,1.65118,0.11082,13.58798,2.42589
2,25,0.11811,1.88108,1.44374,-0.05969,12.84488,1.95798
2,25,0.31281,1.73058,1.43306,0.05347,12.15121,2.28672
